Model,Departure Time,Departure Location,Arrival Time,Arrival Location,Delay,Expected Time,Weather,Peak Hour,Bad Weather,Traffic Congestion,Crew Availability Issue
Airbus A320,2024-11-14 07:48:13.359680,LAX,2024-11-14 12:58:13.359680,DEN,True,2024-11-14 12:48:13.359680,Clear,True,False,True,True
Airbus A350,2024-11-12 18:31:13.359697,MIA,2024-11-12 21:59:13.359697,DEN,True,2024-11-12 21:31:13.359697,Snow,True,True,False,False
Airbus A320,2024-11-09 08:32:13.359713,ORD,2024-11-09 15:02:13.359713,JFK,True,2024-11-09 13:32:13.359713,Snow,True,True,False,False
Boeing 737,2024-10-27 06:20:13.359731,LAS,2024-10-27 08:20:13.359731,DFW,False,2024-10-27 08:20:13.359731,Thunderstorm,False,True,False,False
Airbus A350,2024-11-14 23:29:13.359741,DFW,2024-11-15 02:29:13.359741,LAS,False,2024-11-15 02:29:13.359741,Clear,False,False,False,False
Airbus A320,2024-11-11 18:18:13.359750,LAX,2024-11-11 22:53:13.359750,DFW,True,2024-11-11 21:18:13.359750,Clear,True,False,True,False
Boeing 777,2024-10-29 13:26:13.359765,DFW,2024-10-29 18:49:13.359765,DEN,True,2024-10-29 18:26:13.359765,Clear,False,False,False,True
Airbus A320,2024-11-06 05:51:13.359783,JFK,2024-11-06 08:51:13.359783,LAS,False,2024-11-06 08:51:13.359783,Thunderstorm,False,True,False,False
Airbus A350,2024-10-28 02:30:13.359795,SFO,2024-10-28 08:19:13.359795,DEN,True,2024-10-28 06:30:13.359795,Clear,False,False,False,False
Airbus A320,2024-11-13 16:42:13.359805,LAX,2024-11-13 19:42:13.359805,MIA,False,2024-11-13 19:42:13.359805,Rain,True,True,True,False
Boeing 787,2024-10-22 15:56:13.359820,SEA,2024-10-22 18:56:13.359820,DEN,False,2024-10-22 18:56:13.359820,Rain,False,True,False,False
Boeing 787,2024-11-05 01:59:13.359833,SFO,2024-11-05 05:59:13.359833,ORD,False,2024-11-05 05:59:13.359833,Rain,False,True,False,False
Boeing 777,2024-11-12 20:50:13.359842,ORD,2024-11-13 01:14:13.359842,JFK,True,2024-11-13 00:50:13.359842,Fog,False,True,False,False
Boeing 787,2024-10-28 12:25:13.359852,ORD,2024-10-28 16:48:13.359852,ATL,True,2024-10-28 15:25:13.359852,Thunderstorm,False,True,False,True
Boeing 737,2024-11-05 09:24:13.359864,ATL,2024-11-05 14:24:13.359864,SEA,False,2024-11-05 14:24:13.359864,Snow,False,True,False,False
Boeing 737,2024-10-28 13:14:13.359873,ATL,2024-10-28 20:39:13.359873,DFW,True,2024-10-28 19:14:13.359873,Rain,False,True,False,True
Boeing 787,2024-11-06 02:36:13.359884,JFK,2024-11-06 09:40:13.359884,LAX,True,2024-11-06 08:36:13.359884,Thunderstorm,False,True,False,False
Boeing 787,2024-11-05 09:52:13.359900,LAX,2024-11-05 17:30:13.359900,LAS,True,2024-11-05 15:52:13.359900,Fog,False,True,False,True
Airbus A320,2024-10-28 22:52:13.359910,SFO,2024-10-29 00:52:13.359910,MIA,False,2024-10-29 00:52:13.359910,Snow,False,True,False,False
Airbus A320,2024-11-04 17:36:13.359919,DEN,2024-11-04 20:36:13.359919,JFK,False,2024-11-04 20:36:13.359919,Rain,True,True,False,False
Boeing 787,2024-11-03 01:08:13.359929,JFK,2024-11-03 07:55:13.359929,ORD,True,2024-11-03 07:08:13.359929,Fog,False,True,False,False
Airbus A350,2024-11-15 23:52:13.359940,LAS,2024-11-16 05:52:13.359940,DFW,False,2024-11-16 05:52:13.359940,Clear,False,False,False,False
Airbus A350,2024-10-24 15:10:13.359949,SFO,2024-10-24 21:06:13.359949,JFK,True,2024-10-24 20:10:13.359949,Snow,False,True,False,True
Airbus A350,2024-11-12 08:55:13.359959,LAX,2024-11-12 14:14:13.359959,SEA,True,2024-11-12 12:55:13.359959,Clear,True,False,False,True
Airbus A320,2024-11-18 11:19:13.359973,SFO,2024-11-18 16:19:13.359973,ATL,False,2024-11-18 16:19:13.359973,Clear,False,False,False,False
Boeing 737,2024-11-04 18:19:13.359982,SFO,2024-11-05 01:29:13.359982,ATL,True,2024-11-05 00:19:13.359982,Thunderstorm,True,True,False,False
Airbus A350,2024-10-27 16:52:13.359994,SFO,2024-10-27 18:52:13.359994,LAX,False,2024-10-27 18:52:13.359994,Rain,True,True,False,False
Boeing 737,2024-10-29 06:31:13.360003,LAX,2024-10-29 09:31:13.360003,DFW,False,2024-10-29 09:31:13.360003,Rain,False,True,False,False
Airbus A320,2024-10-30 16:30:13.360012,LAS,2024-10-30 23:40:13.360012,JFK,True,2024-10-30 22:30:13.360012,Snow,True,True,False,False
Boeing 737,2024-10-23 03:42:13.360023,MIA,2024-10-23 06:42:13.360023,DFW,False,2024-10-23 06:42:13.360023,Fog,False,True,False,False
Airbus A350,2024-11-05 21:29:13.360032,SFO,2024-11-06 03:29:13.360032,ATL,False,2024-11-06 03:29:13.360032,Fog,False,True,False,False
Boeing 777,2024-11-18 11:57:13.360040,SEA,2024-11-18 17:08:13.360040,ORD,True,2024-11-18 15:57:13.360040,Snow,False,True,False,False
Boeing 737,2024-10-30 16:57:13.360051,ORD,2024-10-31 00:38:13.360051,ATL,True,2024-10-30 22:57:13.360051,Thunderstorm,True,True,False,True
Airbus A320,2024-10-28 05:49:13.360062,ORD,2024-10-28 10:55:13.360062,DFW,True,2024-10-28 09:49:13.360062,Snow,False,True,False,False
Airbus A320,2024-11-12 04:29:13.360073,DFW,2024-11-12 08:29:13.360073,SEA,False,2024-11-12 08:29:13.360073,Rain,False,True,False,False
Boeing 777,2024-10-26 20:06:13.360082,DEN,2024-10-26 23:07:13.360082,SEA,True,2024-10-26 22:06:13.360082,Fog,False,True,False,True
Boeing 787,2024-10-22 02:21:13.360092,SFO,2024-10-22 08:21:13.360092,ORD,False,2024-10-22 08:21:13.360092,Snow,False,True,False,False
Boeing 787,2024-11-15 21:33:13.360102,MIA,2024-11-16 02:33:13.360102,ORD,False,2024-11-16 02:33:13.360102,Clear,False,False,False,False
Boeing 787,2024-11-11 19:54:13.360115,JFK,2024-11-12 00:55:13.360115,DFW,True,2024-11-11 23:54:13.360115,Thunderstorm,False,True,False,True
Boeing 787,2024-10-31 04:25:13.360132,SFO,2024-10-31 09:15:13.360132,LAX,True,2024-10-31 07:25:13.360132,Snow,False,True,False,True
Boeing 737,2024-11-17 17:30:13.360150,LAX,2024-11-17 19:30:13.360150,SEA,False,2024-11-17 19:30:13.360150,Rain,True,True,False,False
Boeing 777,2024-10-23 00:10:13.360160,SEA,2024-10-23 06:51:13.360160,LAS,True,2024-10-23 05:10:13.360160,Fog,False,True,False,False
Boeing 787,2024-10-30 14:09:13.360173,SFO,2024-10-30 18:09:13.360173,JFK,False,2024-10-30 18:09:13.360173,Thunderstorm,False,True,False,False
Boeing 737,2024-11-13 16:38:13.360189,DFW,2024-11-13 21:38:13.360189,LAS,False,2024-11-13 21:38:13.360189,Rain,True,True,False,False
Boeing 787,2024-10-25 09:06:13.360199,ORD,2024-10-25 14:06:13.360199,LAX,False,2024-10-25 14:06:13.360199,Clear,False,False,False,False
Airbus A350,2024-10-21 16:27:13.360209,ATL,2024-10-21 20:27:13.360209,LAX,False,2024-10-21 20:27:13.360209,Rain,True,True,False,False
Airbus A350,2024-10-26 15:05:13.360218,ORD,2024-10-26 21:05:13.360218,MIA,False,2024-10-26 21:05:13.360218,Clear,False,False,False,False
Boeing 777,2024-11-05 20:34:13.360228,SEA,2024-11-06 01:47:13.360228,MIA,True,2024-11-06 01:34:13.360228,Clear,False,False,False,True
Boeing 777,2024-10-24 23:29:13.360241,MIA,2024-10-25 03:29:13.360241,LAS,False,2024-10-25 03:29:13.360241,Rain,False,True,False,False
Boeing 787,2024-10-24 11:18:13.360253,DFW,2024-10-24 13:18:13.360253,JFK,False,2024-10-24 13:18:13.360253,Thunderstorm,False,True,False,False
Boeing 787,2024-11-17 11:27:13.360268,SEA,2024-11-17 17:24:13.360268,ATL,True,2024-11-17 16:27:13.360268,Thunderstorm,False,True,False,True
Boeing 777,2024-10-25 13:16:13.360285,ORD,2024-10-25 16:16:13.360285,JFK,False,2024-10-25 16:16:13.360285,Rain,False,True,False,False
Boeing 737,2024-11-03 23:45:13.360300,MIA,2024-11-04 04:32:13.360300,ATL,True,2024-11-04 03:45:13.360300,Snow,False,True,False,True
Airbus A350,2024-11-14 06:25:13.360310,DFW,2024-11-14 09:25:13.360310,ORD,False,2024-11-14 09:25:13.360310,Snow,False,True,False,False
Boeing 777,2024-10-24 20:24:13.360320,MIA,2024-10-25 00:35:13.360320,ATL,True,2024-10-25 00:24:13.360320,Rain,False,True,False,False
Boeing 777,2024-10-31 07:53:13.360330,DEN,2024-10-31 12:07:13.360330,ATL,True,2024-10-31 10:53:13.360330,Rain,True,True,True,True
Boeing 787,2024-10-24 07:46:13.360342,DEN,2024-10-24 09:46:13.360342,LAX,False,2024-10-24 09:46:13.360342,Snow,True,True,False,False
Boeing 777,2024-11-18 22:20:13.360351,ORD,2024-11-19 04:00:13.360351,LAS,True,2024-11-19 02:20:13.360351,Snow,False,True,False,True
Boeing 737,2024-11-18 00:56:13.360362,DFW,2024-11-18 03:56:13.360362,ORD,False,2024-11-18 03:56:13.360362,Rain,False,True,False,False
Airbus A320,2024-11-04 01:35:13.360371,ORD,2024-11-04 03:47:13.360371,LAX,True,2024-11-04 03:35:13.360371,Fog,False,True,False,False
Boeing 737,2024-10-23 00:19:13.360383,DFW,2024-10-23 07:29:13.360383,LAX,True,2024-10-23 06:19:13.360383,Clear,False,False,False,False
Boeing 737,2024-11-11 03:35:13.360401,LAX,2024-11-11 07:02:13.360401,SFO,True,2024-11-11 05:35:13.360401,Rain,False,True,False,True
Airbus A320,2024-10-23 07:41:13.360417,SFO,2024-10-23 11:41:13.360417,JFK,False,2024-10-23 11:41:13.360417,Snow,True,True,True,False
Airbus A350,2024-11-06 20:51:13.360426,SEA,2024-11-07 00:08:13.360426,DFW,True,2024-11-06 22:51:13.360426,Rain,False,True,False,True
Boeing 777,2024-10-22 01:53:13.360437,ORD,2024-10-22 04:53:13.360437,SEA,False,2024-10-22 04:53:13.360437,Snow,False,True,False,False
Airbus A350,2024-11-11 05:58:13.360447,ORD,2024-11-11 09:58:13.360447,LAS,False,2024-11-11 09:58:13.360447,Fog,False,True,False,False
Airbus A320,2024-11-03 06:35:13.360457,LAS,2024-11-03 11:44:13.360457,DFW,True,2024-11-03 10:35:13.360457,Clear,False,False,False,True
Boeing 787,2024-11-08 01:49:13.360468,SFO,2024-11-08 03:49:13.360468,MIA,False,2024-11-08 03:49:13.360468,Fog,False,True,False,False
Boeing 737,2024-11-04 22:34:13.360477,ATL,2024-11-05 02:34:13.360477,MIA,False,2024-11-05 02:34:13.360477,Rain,False,True,False,False
Airbus A350,2024-11-17 15:59:13.360486,ATL,2024-11-17 17:59:13.360486,MIA,False,2024-11-17 17:59:13.360486,Snow,False,True,False,False
Airbus A320,2024-11-11 06:12:13.360495,JFK,2024-11-11 11:37:13.360495,LAS,True,2024-11-11 11:12:13.360495,Rain,False,True,False,False
Boeing 787,2024-11-13 07:51:13.360506,SEA,2024-11-13 12:44:13.360506,LAX,True,2024-11-13 11:51:13.360506,Rain,True,True,False,True
Airbus A320,2024-10-30 01:36:13.360517,ATL,2024-10-30 07:36:13.360517,LAS,False,2024-10-30 07:36:13.360517,Fog,False,True,False,False
Boeing 777,2024-11-05 19:04:13.360526,DEN,2024-11-05 22:04:13.360526,ATL,False,2024-11-05 22:04:13.360526,Clear,False,False,False,False
Boeing 737,2024-11-05 10:27:13.360535,MIA,2024-11-05 13:49:13.360535,LAS,True,2024-11-05 13:27:13.360535,Clear,False,False,False,True
Boeing 787,2024-11-02 22:30:13.360546,JFK,2024-11-03 03:18:13.360546,DFW,True,2024-11-03 02:30:13.360546,Thunderstorm,False,True,False,True
Boeing 737,2024-11-15 16:59:13.360557,LAS,2024-11-15 20:59:13.360557,DEN,False,2024-11-15 20:59:13.360557,Fog,True,True,False,False
Airbus A350,2024-11-07 03:35:13.360567,SFO,2024-11-07 05:35:13.360567,SEA,False,2024-11-07 05:35:13.360567,Clear,False,False,False,False
Boeing 787,2024-11-17 15:15:13.360575,DEN,2024-11-17 20:29:13.360575,SFO,True,2024-11-17 20:15:13.360575,Rain,False,True,False,False
Airbus A320,2024-10-25 12:32:13.360586,DEN,2024-10-25 17:32:13.360586,ATL,False,2024-10-25 17:32:13.360586,Clear,False,False,False,False
Airbus A350,2024-11-11 20:23:13.360595,DEN,2024-11-12 01:23:13.360595,SEA,False,2024-11-12 01:23:13.360595,Thunderstorm,False,True,False,False
Airbus A320,2024-11-02 11:18:13.360604,LAS,2024-11-02 17:18:13.360604,JFK,False,2024-11-02 17:18:13.360604,Thunderstorm,False,True,False,False
Boeing 777,2024-10-22 03:24:13.360617,MIA,2024-10-22 07:21:13.360617,ATL,True,2024-10-22 05:24:13.360617,Snow,False,True,False,False
Airbus A350,2024-11-02 06:14:13.360628,JFK,2024-11-02 10:14:13.360628,ATL,False,2024-11-02 10:14:13.360628,Fog,False,True,False,False
Boeing 777,2024-10-28 10:28:13.360638,JFK,2024-10-28 16:06:13.360638,MIA,True,2024-10-28 14:28:13.360638,Clear,False,False,False,False
Boeing 737,2024-10-21 20:07:13.360648,SFO,2024-10-21 22:07:13.360648,ORD,False,2024-10-21 22:07:13.360648,Fog,False,True,False,False
Airbus A350,2024-10-29 03:31:13.360684,LAS,2024-10-29 09:21:13.360684,ATL,True,2024-10-29 08:31:13.360684,Fog,False,True,False,False
Boeing 777,2024-11-15 17:53:13.360702,SEA,2024-11-15 20:53:13.360702,LAX,False,2024-11-15 20:53:13.360702,Fog,True,True,False,False
Airbus A320,2024-11-01 15:59:13.360717,SEA,2024-11-01 22:56:13.360717,MIA,True,2024-11-01 20:59:13.360717,Thunderstorm,False,True,False,True
Boeing 777,2024-10-30 21:12:13.360736,MIA,2024-10-31 01:53:13.360736,JFK,True,2024-10-31 00:12:13.360736,Thunderstorm,False,True,False,True
Airbus A350,2024-10-23 21:38:13.360754,SFO,2024-10-24 03:38:13.360754,MIA,False,2024-10-24 03:38:13.360754,Fog,False,True,False,False
Airbus A320,2024-11-10 12:19:13.360769,SFO,2024-11-10 16:19:13.360769,LAX,False,2024-11-10 16:19:13.360769,Thunderstorm,False,True,False,False
Boeing 777,2024-11-02 11:26:13.360784,DFW,2024-11-02 17:26:13.360784,DEN,False,2024-11-02 17:26:13.360784,Thunderstorm,False,True,False,False
Airbus A320,2024-11-17 08:23:13.360798,JFK,2024-11-17 14:57:13.360798,SEA,True,2024-11-17 13:23:13.360798,Fog,True,True,False,False
Airbus A350,2024-10-27 14:16:13.360812,JFK,2024-10-27 17:45:13.360812,SEA,True,2024-10-27 17:16:13.360812,Snow,False,True,False,False
Boeing 787,2024-11-10 09:41:13.360823,SFO,2024-11-10 14:41:13.360823,LAX,False,2024-11-10 14:41:13.360823,Snow,False,True,False,False
Airbus A320,2024-11-02 09:54:13.360833,MIA,2024-11-02 13:07:13.360833,DFW,True,2024-11-02 12:54:13.360833,Rain,False,True,False,False
Boeing 787,2024-11-03 16:28:13.360851,DEN,2024-11-03 18:58:13.360851,SEA,True,2024-11-03 18:28:13.360851,Snow,True,True,True,True
Boeing 777,2024-10-26 23:41:13.360868,MIA,2024-10-27 01:41:13.360868,SEA,False,2024-10-27 01:41:13.360868,Clear,False,False,False,False
Boeing 737,2024-11-09 12:42:13.360877,LAX,2024-11-09 14:42:13.360877,ATL,False,2024-11-09 14:42:13.360877,Snow,False,True,False,False
Boeing 737,2024-10-28 06:23:13.360887,ATL,2024-10-28 13:39:13.360887,ORD,True,2024-10-28 12:23:13.360887,Thunderstorm,False,True,False,False
Boeing 787,2024-11-09 06:36:13.360902,LAX,2024-11-09 10:36:13.360902,MIA,False,2024-11-09 10:36:13.360902,Thunderstorm,False,True,False,False
Boeing 787,2024-10-27 06:53:13.360917,DFW,2024-10-27 10:38:13.360917,DEN,True,2024-10-27 09:53:13.360917,Fog,False,True,False,False
Boeing 777,2024-11-05 20:10:13.360931,SEA,2024-11-05 22:10:13.360931,JFK,False,2024-11-05 22:10:13.360931,Thunderstorm,False,True,False,False
Boeing 787,2024-10-29 07:10:13.360940,DEN,2024-10-29 12:10:13.360940,DFW,False,2024-10-29 12:10:13.360940,Snow,True,True,True,False
Airbus A350,2024-11-13 00:02:13.360949,JFK,2024-11-13 04:02:13.360949,LAX,False,2024-11-13 04:02:13.360949,Snow,False,True,False,False
Boeing 777,2024-11-17 10:41:13.360959,LAX,2024-11-17 15:41:13.360959,SEA,False,2024-11-17 15:41:13.360959,Clear,False,False,False,False
Boeing 787,2024-10-23 10:06:13.360969,MIA,2024-10-23 14:12:13.360969,SFO,True,2024-10-23 13:06:13.360969,Snow,False,True,False,False
Boeing 737,2024-11-16 18:17:13.360988,MIA,2024-11-16 23:17:13.360988,LAX,False,2024-11-16 23:17:13.360988,Fog,True,True,True,False
Airbus A320,2024-10-23 14:13:13.360998,MIA,2024-10-23 20:13:13.360998,SEA,False,2024-10-23 20:13:13.360998,Fog,False,True,False,False
Boeing 737,2024-11-10 17:37:13.361007,JFK,2024-11-10 21:38:13.361007,DFW,True,2024-11-10 20:37:13.361007,Rain,True,True,False,False
Airbus A350,2024-10-26 10:20:13.361018,LAX,2024-10-26 13:20:13.361018,ORD,False,2024-10-26 13:20:13.361018,Snow,False,True,False,False
Boeing 787,2024-10-29 08:30:13.361027,DEN,2024-10-29 14:30:13.361027,ORD,False,2024-10-29 14:30:13.361027,Snow,True,True,True,False
Boeing 737,2024-10-26 15:43:13.361036,ATL,2024-10-26 20:55:13.361036,SFO,True,2024-10-26 20:43:13.361036,Clear,False,False,False,True
Boeing 737,2024-10-30 01:41:13.361047,DEN,2024-10-30 05:42:13.361047,DFW,True,2024-10-30 04:41:13.361047,Thunderstorm,False,True,False,False
Airbus A350,2024-10-23 13:57:13.361058,MIA,2024-10-23 20:08:13.361058,ORD,True,2024-10-23 19:57:13.361058,Thunderstorm,False,True,False,False
Boeing 787,2024-10-29 01:00:13.361069,DEN,2024-10-29 04:00:13.361069,LAX,False,2024-10-29 04:00:13.361069,Snow,False,True,False,False
Boeing 787,2024-11-03 09:25:13.361078,ATL,2024-11-03 12:25:13.361078,ORD,False,2024-11-03 12:25:13.361078,Rain,False,True,False,False
Boeing 787,2024-11-15 06:48:13.361087,ORD,2024-11-15 10:48:13.361087,DEN,False,2024-11-15 10:48:13.361087,Rain,False,True,False,False
Airbus A350,2024-11-01 21:30:13.361095,DEN,2024-11-02 02:41:13.361095,DFW,True,2024-11-02 02:30:13.361095,Fog,False,True,False,True
Boeing 777,2024-11-12 15:32:13.361106,ATL,2024-11-12 20:32:13.361106,DFW,False,2024-11-12 20:32:13.361106,Clear,False,False,False,False
Boeing 737,2024-10-22 13:46:13.361122,LAS,2024-10-22 16:46:13.361122,JFK,False,2024-10-22 16:46:13.361122,Snow,False,True,False,False
Airbus A350,2024-10-21 11:19:13.361131,SEA,2024-10-21 17:19:13.361131,JFK,False,2024-10-21 17:19:13.361131,Snow,False,True,False,False
Boeing 787,2024-11-18 19:49:13.361141,SFO,2024-11-19 02:32:13.361141,ORD,True,2024-11-19 01:49:13.361141,Rain,False,True,False,False
Boeing 777,2024-10-23 13:32:13.361152,DEN,2024-10-23 19:32:13.361152,ORD,False,2024-10-23 19:32:13.361152,Rain,False,True,False,False
Boeing 777,2024-10-22 07:18:13.361163,LAX,2024-10-22 11:18:13.361163,ATL,False,2024-10-22 11:18:13.361163,Fog,True,True,False,False
Boeing 777,2024-11-06 13:14:13.361173,SEA,2024-11-06 16:14:13.361173,MIA,False,2024-11-06 16:14:13.361173,Fog,False,True,False,False
Airbus A320,2024-10-22 08:56:13.361184,LAS,2024-10-22 11:29:13.361184,DEN,True,2024-10-22 10:56:13.361184,Clear,True,False,False,False
Airbus A320,2024-10-24 17:49:13.361202,DEN,2024-10-24 22:49:13.361202,ATL,False,2024-10-24 22:49:13.361202,Thunderstorm,True,True,False,False
Boeing 787,2024-11-18 02:42:13.361216,DEN,2024-11-18 06:36:13.361216,LAX,True,2024-11-18 05:42:13.361216,Clear,False,False,False,True
Boeing 777,2024-11-13 19:39:13.361228,ORD,2024-11-14 01:03:13.361228,DFW,True,2024-11-13 23:39:13.361228,Clear,False,False,False,True
Boeing 787,2024-11-14 18:30:13.361240,LAX,2024-11-14 20:30:13.361240,MIA,False,2024-11-14 20:30:13.361240,Clear,True,False,False,False
Boeing 737,2024-11-08 06:40:13.361253,ATL,2024-11-08 10:53:13.361253,SFO,True,2024-11-08 10:40:13.361253,Clear,False,False,False,False
Boeing 787,2024-11-09 23:47:13.361270,DEN,2024-11-10 05:20:13.361270,MIA,True,2024-11-10 03:47:13.361270,Thunderstorm,False,True,False,False
Boeing 777,2024-10-27 04:38:13.361281,SEA,2024-10-27 08:38:13.361281,ORD,False,2024-10-27 08:38:13.361281,Clear,False,False,False,False
Boeing 737,2024-10-23 15:03:13.361290,LAS,2024-10-23 19:51:13.361290,ATL,True,2024-10-23 18:03:13.361290,Fog,False,True,False,True
Boeing 737,2024-11-02 15:05:13.361300,DFW,2024-11-02 18:53:13.361300,ORD,True,2024-11-02 18:05:13.361300,Fog,False,True,False,False
Boeing 777,2024-11-01 23:53:13.361311,SEA,2024-11-02 05:05:13.361311,ORD,True,2024-11-02 03:53:13.361311,Fog,False,True,False,False
Boeing 787,2024-10-23 16:38:13.361322,MIA,2024-10-23 21:43:13.361322,DEN,True,2024-10-23 20:38:13.361322,Fog,True,True,True,True
Airbus A350,2024-11-11 10:28:13.361337,SFO,2024-11-11 13:28:13.361337,LAS,False,2024-11-11 13:28:13.361337,Thunderstorm,False,True,False,False
Airbus A350,2024-11-04 15:52:13.361352,LAX,2024-11-04 20:52:13.361352,SFO,False,2024-11-04 20:52:13.361352,Rain,False,True,False,False
Airbus A320,2024-11-06 16:05:13.361365,MIA,2024-11-06 23:25:13.361365,DFW,True,2024-11-06 22:05:13.361365,Clear,True,False,True,True
Airbus A350,2024-10-24 17:29:13.361376,ATL,2024-10-24 23:29:13.361376,DEN,False,2024-10-24 23:29:13.361376,Snow,True,True,False,False
Airbus A350,2024-10-21 06:34:13.361385,LAX,2024-10-21 13:24:13.361385,SEA,True,2024-10-21 11:34:13.361385,Rain,False,True,False,False
Boeing 737,2024-11-19 01:06:13.361396,LAX,2024-11-19 05:06:13.361396,DEN,False,2024-11-19 05:06:13.361396,Fog,False,True,False,False
Airbus A350,2024-11-19 08:00:13.361405,MIA,2024-11-19 12:45:13.361405,ATL,True,2024-11-19 11:00:13.361405,Thunderstorm,True,True,False,True
Boeing 787,2024-10-21 14:54:13.361416,LAS,2024-10-21 18:27:13.361416,JFK,True,2024-10-21 16:54:13.361416,Fog,False,True,False,False
Boeing 787,2024-10-30 22:39:13.361430,SEA,2024-10-31 04:39:13.361430,DEN,False,2024-10-31 04:39:13.361430,Fog,False,True,False,False
Boeing 777,2024-10-25 02:59:13.361451,LAX,2024-10-25 06:38:13.361451,DFW,True,2024-10-25 04:59:13.361451,Rain,False,True,False,True
Airbus A320,2024-11-10 10:14:13.361467,DEN,2024-11-10 16:35:13.361467,ORD,True,2024-11-10 16:14:13.361467,Snow,False,True,False,False
Airbus A320,2024-10-21 05:57:13.361484,DEN,2024-10-21 08:57:13.361484,ATL,False,2024-10-21 08:57:13.361484,Fog,False,True,False,False
Boeing 787,2024-11-08 09:59:13.361496,JFK,2024-11-08 13:59:13.361496,LAS,False,2024-11-08 13:59:13.361496,Clear,False,False,False,False
Boeing 777,2024-11-11 01:14:13.361505,JFK,2024-11-11 06:14:13.361505,ORD,False,2024-11-11 06:14:13.361505,Thunderstorm,False,True,False,False
Airbus A350,2024-10-22 18:12:13.361514,LAS,2024-10-22 23:12:13.361514,MIA,False,2024-10-22 23:12:13.361514,Rain,True,True,True,False
Airbus A350,2024-11-08 13:22:13.361523,JFK,2024-11-08 15:22:13.361523,DEN,False,2024-11-08 15:22:13.361523,Fog,False,True,False,False
Boeing 787,2024-11-09 23:09:13.361532,LAX,2024-11-10 04:09:13.361532,LAS,False,2024-11-10 04:09:13.361532,Clear,False,False,False,False
Airbus A320,2024-11-05 14:15:13.361541,MIA,2024-11-05 18:40:13.361541,DFW,True,2024-11-05 17:15:13.361541,Snow,False,True,False,False
Airbus A320,2024-11-04 00:28:13.361552,MIA,2024-11-04 04:28:13.361552,DEN,False,2024-11-04 04:28:13.361552,Rain,False,True,False,False
Airbus A350,2024-11-13 01:52:13.361561,DFW,2024-11-13 07:24:13.361561,SFO,True,2024-11-13 06:52:13.361561,Rain,False,True,False,True
Airbus A350,2024-11-15 16:18:13.361572,DEN,2024-11-15 20:54:13.361572,LAX,True,2024-11-15 20:18:13.361572,Thunderstorm,True,True,True,True
Boeing 777,2024-11-11 07:58:13.361583,MIA,2024-11-11 15:51:13.361583,ATL,True,2024-11-11 13:58:13.361583,Clear,True,False,False,False
Boeing 737,2024-10-24 20:01:13.361594,SEA,2024-10-25 01:01:13.361594,DFW,False,2024-10-25 01:01:13.361594,Snow,False,True,False,False
Boeing 777,2024-10-29 07:41:13.361603,JFK,2024-10-29 15:21:13.361603,SEA,True,2024-10-29 13:41:13.361603,Clear,True,False,False,False
Boeing 737,2024-11-16 19:49:13.361615,LAX,2024-11-17 02:20:13.361615,ORD,True,2024-11-17 01:49:13.361615,Clear,False,False,False,True
Boeing 777,2024-11-12 17:35:13.361626,ORD,2024-11-12 23:35:13.361626,SFO,False,2024-11-12 23:35:13.361626,Clear,True,False,True,False
Boeing 777,2024-10-24 09:15:13.361635,SFO,2024-10-24 14:56:13.361635,ORD,True,2024-10-24 14:15:13.361635,Fog,False,True,False,False
Boeing 777,2024-10-23 11:10:13.361646,LAS,2024-10-23 16:10:13.361646,ORD,False,2024-10-23 16:10:13.361646,Rain,False,True,False,False
Airbus A320,2024-11-15 09:55:13.361654,LAS,2024-11-15 14:55:13.361654,ATL,False,2024-11-15 14:55:13.361654,Fog,False,True,False,False
Boeing 787,2024-10-21 16:56:13.361668,LAS,2024-10-21 19:16:13.361668,SFO,True,2024-10-21 18:56:13.361668,Snow,True,True,False,False
Airbus A320,2024-11-02 04:29:13.361680,ATL,2024-11-02 08:59:13.361680,JFK,True,2024-11-02 07:29:13.361680,Thunderstorm,False,True,False,False
Boeing 787,2024-11-17 12:33:13.361691,ATL,2024-11-17 16:33:13.361691,SEA,False,2024-11-17 16:33:13.361691,Clear,False,False,False,False
Boeing 777,2024-11-12 15:15:13.361700,LAS,2024-11-12 18:15:13.361700,ORD,False,2024-11-12 18:15:13.361700,Snow,False,True,False,False
Boeing 787,2024-10-23 04:21:13.361709,DFW,2024-10-23 08:21:13.361709,SFO,False,2024-10-23 08:21:13.361709,Rain,False,True,False,False
Airbus A350,2024-10-27 05:19:13.361719,LAS,2024-10-27 11:19:13.361719,MIA,False,2024-10-27 11:19:13.361719,Thunderstorm,False,True,False,False
Boeing 777,2024-10-21 20:24:13.361727,ORD,2024-10-22 02:20:13.361727,JFK,True,2024-10-22 00:24:13.361727,Snow,False,True,False,False
Airbus A350,2024-11-16 14:03:13.361744,LAX,2024-11-16 20:03:13.361744,JFK,False,2024-11-16 20:03:13.361744,Clear,False,False,False,False
Boeing 737,2024-10-30 21:34:13.361759,LAX,2024-10-30 23:34:13.361759,LAS,False,2024-10-30 23:34:13.361759,Snow,False,True,False,False
Airbus A320,2024-11-17 22:01:13.361769,SEA,2024-11-18 02:01:13.361769,LAS,False,2024-11-18 02:01:13.361769,Snow,False,True,False,False
Airbus A350,2024-11-07 02:02:13.361777,ORD,2024-11-07 04:02:13.361777,DEN,False,2024-11-07 04:02:13.361777,Thunderstorm,False,True,False,False
